Name,Symbol,Industry Group,Industry,Current Price
Shri Ahimsa,SHRIAHIMSA,Food Products,Other Food Products,485.5
Shri Hare-Krish.,SHKSIL,Ferrous Metals,Sponge Iron,34
Shri Kanha Stain,SHRIKANHA,Industrial Products,Iron & Steel Products,20.85
Shri Krishna,SHRIKRISH,Realty,"Residential, Commercial Projects",39.79
Shri Techtex,SHRITECH,Industrial Products,Plastic Products - Industrial,59.55
Shri Vasuprada,VASUPRADA,Agricultural Food & other Products,Tea & Coffee,107.1
Shringar House,SHRINGARMS,Consumer Durables,"Gems, Jewellery And Watches",217.91
Shriram Finance,SHRIRAMFIN,Finance,Non Banking Financial Company (NBFC),1041
Shriram Properti,SHRIRAMPPS,Realty,"Residential, Commercial Projects",76.9
Shubhlaxmi Jewel,SHUBHLAXMI,Consumer Durables,"Gems, Jewellery And Watches",18.5
Shubhshree Bio.,SHUBHSHREE,Industrial Products,Other Industrial Products,349.95
Shukra Pharma.,SHUKRAPHAR,Pharmaceuticals & Biotechnology,Pharmaceuticals,51.93
Shyam Century,SHYAMCENT,Ferrous Metals,Ferro & Silica Manganese,5.03
Shyam Dhani Ind.,SHYAMDHANI,Food Products,Other Food Products,52.7
Shyam Metalics,SHYAMMETL,Industrial Products,Iron & Steel Products,1065.3
Shyam Telecom,SHYAMTEL,Commercial Services & Supplies,Trading & Distributors,11.6
Sicagen India,SICAGEN,Commercial Services & Supplies,Trading & Distributors,58.28
Sical Logistics,SICALLOG,Transport Services,Logistics Solution Provider,107.33
Siddhi Cotspin,SIDDHICOTS,Textiles & Apparels,Other Textile Products,27.05
Siddhika Coatins,SIDDHIKA,Consumer Durables,Paints,225
Siemens,SIEMENS,Electrical Equipment,Heavy Electrical Equipment,3977
Siemens Ener.Ind,ENRIN,Electrical Equipment,Heavy Electrical Equipment,3115.7
Sigachi Indust.,SIGACHI,Pharmaceuticals & Biotechnology,Pharmaceuticals,34.74
Sigma Advanced System,SIGMAADV,Aerospace & Defense,Aerospace & Defense,762.4
Sigma Solve,SIGMA,IT - Services,IT Enabled Services,46.66
SignatureGlobal,SIGNATURE,Realty,"Residential, Commercial Projects",796.55
Signet Industrie,SIGIND,Commercial Services & Supplies,Trading & Distributors,70.37
Signoria Creatio,SIGNORIA,Textiles & Apparels,Garments & Apparels,159
Signpost India,SIGNPOST,Media,Advertising & Media Agencies,244.25
Sika Interplant,SIKA,Aerospace & Defense,Aerospace & Defense,996.1
Sikko Industries,SIKKO,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,5.41
SIL Investments,SILINV,Finance,Investment Company,478.8
Silgo Retail,SILGO,Consumer Durables,"Gems, Jewellery And Watches",69.97
Silkflex Polymer,SILKFLEX,Chemicals & Petrochemicals,Specialty Chemicals,288.3
Silky Overseas,SILKY,Textiles & Apparels,Other Textile Products,71.95
Silly Monks,SILLYMONKS,Entertainment,Media & Entertainment,16.19
Silver Touch,SILVERTUC,IT - Software,Computers - Software & Consulting,167.97
Simbhaoli Sugar,SIMBHALS,Agricultural Food & other Products,Sugar,7.8
Simca Advertis.,SIMCA,Media,Advertising & Media Agencies,260
Simplex Infra,SIMPLEXINF,Construction,Civil Construction,270.5
Simplex Realty,SIMPLXREA,Realty,"Residential, Commercial Projects",142.99
Sinclairs Hotels,SINCLAIR,Leisure Services,Hotels & Resorts,83.5
Sindhu Trade,SINDHUTRAD,Consumable Fuels,Coal,25.28
Singer India,SINGERIND,Consumer Durables,Household Appliances,76.98
Sintercom India,SINTERCOM,Auto Components,Auto Components & Equipments,80.8
Sirca Paints,SIRCA,Consumer Durables,Paints,439.25
SIS,SIS,Other Consumer Services,Other Consumer Services,430.95
Siti Networks,SITINET,Entertainment,TV Broadcasting & Software Production,0.29
Siyaram Silk,SIYSIL,Textiles & Apparels,Other Textile Products,552.65
SJS Enterprises,SJS,Auto Components,Auto Components & Equipments,2306.1
SJVN,SJVN,Power,Power Generation,65.23
SKF India,SKFINDIA,Industrial Products,Abrasives & Bearings,1553.2
SKF India Indus.,SKFINDUS,Industrial Products,Abrasives & Bearings,3002.5
SKIL Infrastr,SKIL,Construction,Civil Construction,0.83
Skipper,SKIPPER,Electrical Equipment,Heavy Electrical Equipment,591.1
SKM Egg Prod.,SKMEGGPROD,Food Products,Meat Products including Poultry,257.1
SKP Bearing,SKP,Industrial Products,Abrasives & Bearings,151.5
Sky Gold & Diam.,SKYGOLD,Consumer Durables,"Gems, Jewellery And Watches",781.45
Skytech Infinite Platform,SKYTECH,Industrial Manufacturing,Industrial Products,40.05
Skyways Air Ser.,SKYWAYS,Transport Services,Logistics Solution Provider,122.72
Slone Infosys.,SLONE,IT - Hardware,Computers Hardware & Equipments,187
Smarten Power,SMARTEN,Electrical Equipment,Other Electrical Equipment,54.85
Smartlink Hold.,SMARTLINK,IT - Hardware,Computers Hardware & Equipments,213.81
Smartworks Cowor,SMARTWORKS,Commercial Services & Supplies,Diversified Commercial Services,541.5
SMC Global Sec.,SMCGLOBAL,Capital Markets,Stockbroking & Allied,81.25
SML Mahindra,SMLMAH,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,6298.5
SMS Pharma.,SMSPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,392.5
SMVD Poly Pack,SMVD,Industrial Products,Plastic Products - Industrial,17
Snehaa Organics,SNEHAA,Chemicals & Petrochemicals,Specialty Chemicals,47
Snowman Logistic,SNOWMAN,Transport Services,Logistics Solution Provider,36.85
Sobha,SOBHA,Realty,"Residential, Commercial Projects",1263.8
Softtech Enginee,SOFTTECH,IT - Software,Computers - Software & Consulting,423.15
Solar Industries,SOLARINDS,Chemicals & Petrochemicals,Explosives,21445
Solara Active,SOLARA,Pharmaceuticals & Biotechnology,Pharmaceuticals,639.15
Solarworld Ene.,SOLARWORLD,Construction,Civil Construction,149.32
Solex Energy,SOLEX,Electrical Equipment,Other Electrical Equipment,725.3
Som Distilleries,SDBL,Beverages,Breweries & Distilleries,74
Soma Textiles,SOMATEX,Textiles & Apparels,Other Textile Products,90.22
Somany Ceramics,SOMANYCERA,Consumer Durables,Ceramics,557.35
Somi Conv.Belt.,SOMICONVEY,Industrial Manufacturing,Industrial Products,91.33
Sona BLW Precis.,SONACOMS,Auto Components,Auto Components & Equipments,789
Sona Machinery,SONAMAC,Industrial Manufacturing,Industrial Products,33
Sonal Mercantile,SONAL,Finance,Non Banking Financial Company (NBFC),88.98
Sonam,SONAMLTD,Consumer Durables,Consumer Electronics,65.84
Sonata Software,SONATSOFTW,IT - Software,Computers - Software & Consulting,285.25
Sonu Infratech,SONUINFRA,Construction,Civil Construction,44.45
Sotac Pharma.,SOTAC,Pharmaceuticals & Biotechnology,Pharmaceuticals,90.05
South Ind.Bank,SOUTHBANK,Banks,Private Sector Bank,47.29
South West Pinn.,SOUTHWEST,Commercial Services & Supplies,Diversified Commercial Services,212.92
SP Refractories,SPRL,Industrial Products,Electrodes & Refractories,102.5
Spacenet Enterpr,SPCENET,Commercial Services & Supplies,Trading & Distributors,3.41
Spandana Sphoort,SPANDANA,Finance,Microfinance Institutions,239.81
SPARC,SPARC,Pharmaceuticals & Biotechnology,Pharmaceuticals,199.47
SPEB Adhesives,SPEB,Chemicals & Petrochemicals,Specialty Chemicals,95
Speciality Rest.,SPECIALITY,Leisure Services,Restaurants,139.59
Spectrum Electr.,SPECTRUM,Industrial Manufacturing,Industrial Products,2368.4
Spectrum Talent,SPECTSTM,Commercial Services & Supplies,Diversified Commercial Services,56
Spel Semiconduct,SPELS,Electrical Equipment,Other Electrical Equipment,149.38
Spencer's Retail,SPENCERS,Retailing,Diversified Retail,28.5
SpiceJet,SPICEJET,Transport Services,Airline,9.73
SPL Industries,SPLIL,Textiles & Apparels,Trading - Textile Products,30.39
SPML Infra,SPMLINFRA,Construction,Civil Construction,181.41
Sportking India,SPORTKING,Textiles & Apparels,Other Textile Products,229.22
SPP Polymer,SPPPOLY,Industrial Products,Packaging,12.35
SPR Auto Technologies,SHRIPISTON,Auto Components,Auto Components & Equipments,4536.9
Spunweb Nonwoven,SPUNWEB,Textiles & Apparels,Other Textile Products,102.9
Sr.Rayala.Hypo,SRHHYPOLTD,Chemicals & Petrochemicals,Commodity Chemicals,531.05
Sreeleathers,SREEL,Consumer Durables,Footwear,265.52
SRF,SRF,Chemicals & Petrochemicals,Commodity Chemicals,2547
SRG Housing,SRGHFL,Finance,Housing Finance Company,245.45
Sri Havisha,HAVISHA,Leisure Services,Hotels & Resorts,1.41
Sri KPR Inds.,SRIKPRIND,Industrial Products,Plastic Products - Industrial,33.38
Sri Lotus,LOTUSDEV,Realty,"Residential, Commercial Projects",193.25
Srinibas Pradhan,SPCON,Construction,Civil Construction,150
Srivari Spices &,SSFL,Food Products,Other Food Products,260
Srivasavi Adhes.,SRIVASAVI,Industrial Products,Other Industrial Products,79
SRM Contractors,SRM,Construction,Civil Construction,462.35
Stallion India,STALLION,Chemicals & Petrochemicals,Industrial Gases,206.68
Standard Engineering Technology,SETL,Industrial Manufacturing,Industrial Products,408.95
Standard Inds.,SIL,Realty,Real Estate related services,19.59
Stanley Lifesty.,STANLEY,Consumer Durables,"Furniture, Home Furnishing",135.48
Star Cement,STARCEMENT,Cement & Cement Products,Cement & Cement Products,190.19
Star Health Insu,STARHEALTH,Insurance,General Insurance,557.35
Star Paper Mills,STARPAPER,"Paper, Forest & Jute Products",Paper & Paper Products,151.42
Starteck Fin.,STARTECK,Finance,Non Banking Financial Company (NBFC),249.25
Steel City Sec.,STEELCITY,Capital Markets,Stockbroking & Allied,85.55
Steel Exchange,STEELXIND,Industrial Products,Iron & Steel Products,11.34
Steel Str. Wheel,SSWL,Auto Components,Auto Components & Equipments,361.85
Steel Strips Inf,STLSTRINF,Realty,"Residential, Commercial Projects",19.55
Steelcast,STEELCAS,Industrial Products,Castings & Forgings,328.05
STEL Holdings,STEL,Finance,Investment Company,607.9
Sterling & Wils.,SWSOLAR,Construction,Civil Construction,186.23
Sterling Tools,STERTOOLS,Auto Components,Auto Components & Equipments,221.31
Sterlite Tech.,STLTECH,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,748.9
STL Global,SGL,Textiles & Apparels,Other Textile Products,10.05
STL Networks,STLNETWORK,Telecom - Services,Other Telecom Services,28.87
Stove Kraft,STOVEKRAFT,Consumer Durables,Household Appliances,832.55
Striders Impex,STRIDERS,Consumer Durables,Leisure Products,64.7
Strides Pharma,STAR,Pharmaceuticals & Biotechnology,Pharmaceuticals,1059.6
Studds Accessor.,STUDDS,Auto Components,Auto Components & Equipments,424.2
Studio LSD,STUDIOLSD,Entertainment,Media & Entertainment,9.85
Stylam Industrie,STYLAMIND,Consumer Durables,Plywood Boards/ Laminates,3387.4
Styrenix Perfor.,STYRENIX,Chemicals & Petrochemicals,Specialty Chemicals,2043.2
Suba Hotels,SUBAHOTELS,Leisure Services,Hotels & Resorts,98.3
Subex,SUBEXLTD,IT - Software,Software Products,17.28
Subros,SUBROS,Industrial Products,Other Industrial Products,709.6
Sudarshan Chem.,SUDARSCHEM,Chemicals & Petrochemicals,Dyes And Pigments,1222.8
Sudarshan Colorants,SUDARCOLOR,Chemicals & Petrochemicals,Dyes And Pigments,383.45
Sudeep Pharma,SUDEEPPHRM,Pharmaceuticals & Biotechnology,Pharmaceuticals,1329.3
Sukhjit Starch,SUKHJITS,Agricultural Food & other Products,Other Agricultural Products,157.86
Sula Vineyards,SULA,Beverages,Breweries & Distilleries,149
Sumax Engineering,SUMAX,Auto Components,Auto Components & Equipments,106.5
Sumedha Fiscal,SUMEDHA,Finance,Other Financial Services,39.01
Sumeet Industrie,SUMEETINDS,Textiles & Apparels,Other Textile Products,11.5
Sumit Woods,SUMIT,Realty,"Residential, Commercial Projects",51.71
Sumitomo Chemi.,SUMICHEM,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,493.4
Summit Securitie,SUMMITSEC,Finance,Investment Company,1434.2
Sun Pharma.Inds.,SUNPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1899
Sun TV Network,SUNTV,Entertainment,TV Broadcasting & Software Production,470.9
Sundaram Brake,SUNDRMBRAK,Auto Components,Auto Components & Equipments,740
Sundaram Clayton,SUNCLAY,Auto Components,Auto Components & Equipments,1304.4
Sundaram Finance,SUNDARMFIN,Finance,Non Banking Financial Company (NBFC),4648.7
Sundaram Multi.,SUNDARAM,Household Products,Stationary,1.23
Sundram Fasten.,SUNDRMFAST,Auto Components,Auto Components & Equipments,1212.3
Sundrex Oil,SOCL,Petroleum Products,Lubricants,29.5
Sundrop Brands,SUNDROP,Agricultural Food & other Products,Edible Oil,662.5
Sunflag Iron,SUNFLAG,Industrial Products,Iron & Steel Products,343.7
Sungarner Energ.,SEL,Electrical Equipment,Other Electrical Equipment,317.95
Sunil Healthcare,SUNLOC,Pharmaceuticals & Biotechnology,Pharmaceuticals,79.98
Sunlite Recycli.,SUNLITE,Industrial Products,"Aluminium, Copper & Zinc Products",542.5
Sunrakshakk Inds,SUNRAKSHAK,Textiles & Apparels,Other Textile Products,369.55
Sunrest Lifescie,SUNREST,Pharmaceuticals & Biotechnology,Pharmaceuticals,39
Sunshield Chem.,SUNSHIEL,Chemicals & Petrochemicals,Specialty Chemicals,1144.9
Sunshine Picture,SUNSHINE,Entertainment,"Film Production, Distribution & Exhibition",441.45
Suntech Infra.,SUNTECH,Construction,Civil Construction,40.05
Sunteck Realty,SUNTECK,Realty,"Residential, Commercial Projects",299.5
Super Spinning,SUPERSPIN,Textiles & Apparels,Other Textile Products,6.95
Super Tannery,SUPTANERY,Consumer Durables,Leather And Leather Products,13.25
Superhouse Ltd,SUPERHOUSE,Consumer Durables,Leather And Leather Products,169.23
Superior Indus.,SIEL,Agricultural Food & other Products,Edible Oil,31.9
Suprajit Engg.,SUPRAJIT,Auto Components,Auto Components & Equipments,479.45
Supreme Engg.,SUPREMEENG,Industrial Products,Iron & Steel Products,3.03
Supreme Facility,SFML,Commercial Services & Supplies,Diversified Commercial Services,21.5
Supreme Holdings,SUPREME,Realty,"Residential, Commercial Projects",36.27
Supreme Inds.,SUPREMEIND,Industrial Products,Plastic Products - Industrial,3475
Supreme Infra.,SUPREMEINF,Construction,Civil Construction,83.42
Supreme Petroch.,SPLPETRO,Chemicals & Petrochemicals,Petrochemicals,771.05
Supreme Power,SUPREMEPWR,Electrical Equipment,Other Electrical Equipment,222.6
Supriya Lifesci.,SUPRIYA,Pharmaceuticals & Biotechnology,Pharmaceuticals,852.85
Suraj,SURAJLTD,Industrial Products,Iron & Steel Products,201.79
Suraj Estate,SURAJEST,Realty,"Residential, Commercial Projects",178.25
Suraksha Diagno.,SURAKSHA,Healthcare Services,Healthcare Service Provider,332.45
Surana Solar,SURANASOL,Electrical Equipment,Heavy Electrical Equipment,26.11
Surana Telecom,SURANAT&P,Power,Power Generation,16.57
Surani Steel Tub,SURANI,Industrial Products,Iron & Steel Products,99.7
Suratwwala Busi.,SBGLP,Realty,"Residential, Commercial Projects",23.96
Surya Roshni,SURYAROSNI,Industrial Products,Iron & Steel Products,216.49
Suryalak. Cott.,SURYALAXMI,Textiles & Apparels,Other Textile Products,60.79
Suryalata Spg.,SURYALA,Textiles & Apparels,Other Textile Products,411.85
Suryoday Small,SURYODAY,Banks,Other Bank,152.07
Sustainable Ener,SEITINVIT,Power,Power Generation,122
Sutlej Textiles,SUTLEJTEX,Textiles & Apparels,Other Textile Products,40.89
Suven Life Scie.,SUVEN,Healthcare Services,"Healthcare Research, Analytics & Technology",378
Suvidhaa Info.,SUVIDHAA,Financial Technology (Fintech),Financial Technology (Fintech),2.42
Suyog Telematics,SUYOG,Telecom - Services,Telecom - Infrastructure,731.2
Suzlon Energy,SUZLON,Electrical Equipment,Heavy Electrical Equipment,45.35
SVP Global,SVPGLOB,Textiles & Apparels,Other Textile Products,3.65
Swan Corp,SWANCORP,Chemicals & Petrochemicals,Petrochemicals,281.5
Swan Defence,SWANDEF,Industrial Manufacturing,Ship Building & Allied Services,2520.2
Swaraj Engines,SWARAJENG,Industrial Products,"Compressors, Pumps & Diesel Engines",3557.8
Swaraj Suiting,SWARAJ,Textiles & Apparels,Other Textile Products,357.35
SwarnsaritaJewel,SWARNSAR,Consumer Durables,"Gems, Jewellery And Watches",35.25
Swastik Pipe,SWASTIK,Industrial Products,Iron & Steel Products,19
Swelect Energy,SWELECTES,Electrical Equipment,Heavy Electrical Equipment,572.5
Swiggy,SWIGGY,Retailing,E-Retail/ E-Commerce,276.1
Swiss Military,SWISSMLTRY,Consumer Durables,Diversified consumer products,15.59
Sylvan Plyboard,SYLVANPLY,Consumer Durables,Plywood Boards/ Laminates,55.55
Symbiotec Pharma,SYMBIOTEC,Pharmaceuticals & Biotechnology,Pharmaceuticals,1078.25
Symphony,SYMPHONY,Consumer Durables,Household Appliances,580.35
Syncom Formul.,SYNCOMF,Pharmaceuticals & Biotechnology,Pharmaceuticals,20.58
Synergy Green,SGIL,Industrial Products,Castings & Forgings,606.2
Syngene Intl.,SYNGENE,Healthcare Services,"Healthcare Research, Analytics & Technology",395.6
Synoptics Techno,SYNOPTICS,IT - Services,IT Enabled Services,49.35
Syrma SGS Tech.,SYRMA,Industrial Manufacturing,Industrial Products,1457.3
Systango Tech,SYSTANGO,IT - Software,Computers - Software & Consulting,225.25
Systematix Corp.,SYSTMTXC,Capital Markets,Stockbroking & Allied,60.23
T B Z,TBZ,Consumer Durables,"Gems, Jewellery And Watches",480.85
T N Merc. Bank,TMB,Banks,Private Sector Bank,932.45
T N Newsprint,TNPL,"Paper, Forest & Jute Products",Paper & Paper Products,155.75
T N Petro Prod.,TNPETRO,Chemicals & Petrochemicals,Petrochemicals,132.7
T N Telecom.,TNTELE,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,8.88
T R I L,TARIL,Electrical Equipment,Heavy Electrical Equipment,300.95
T T,TTL,Textiles & Apparels,Other Textile Products,6.81
T.V. Today Netw.,TVTODAY,Entertainment,TV Broadcasting & Software Production,110.95
TAAL Tech,TAALTECH,Transport Services,Airline,4502.2
TAC Infosec,TAC,IT - Software,Computers - Software & Consulting,433.35
Tainwala Chem.,TAINWALCHM,Industrial Products,Plastic Products - Industrial,213.71
TajGVK Hotels,TAJGVK,Leisure Services,Hotels & Resorts,332.55
Take,TAKE,Healthcare Services,"Healthcare Research, Analytics & Technology",13.82
Talbros Auto.,TALBROAUTO,Auto Components,Auto Components & Equipments,407.75
Tamboli Industri,TAMBOLIIN,Finance,Holding Company,259.7
Taneja Aerospace,TANAA,Aerospace & Defense,Aerospace & Defense,282.15
Tankup Engi.,TANKUP,Industrial Products,Other Industrial Products,1598
Tanla Platforms,TANLA,IT - Software,Software Products,521.15
Tapi Fruit,TAPIFRUIT,Food Products,Packaged Foods,49
Tara Chand Infra,TARACHAND,Commercial Services & Supplies,Diversified Commercial Services,48.78
Tarapur Trans,TARAPUR,Electrical Equipment,Heavy Electrical Equipment,13.03
TARC Ltd,TARC,Realty,"Residential, Commercial Projects",126.99
Tarmat,TARMAT,Construction,Civil Construction,61.23
Tarsons Products,TARSONS,Healthcare Equipment & Supplies,Medical Equipment & Supplies,335.55
Tasty Bite Eat.,TASTYBITE,Food Products,Packaged Foods,9982
Tata Capital,TATACAP,Finance,Non Banking Financial Company (NBFC),375.05
Tata Chemicals,TATACHEM,Chemicals & Petrochemicals,Commodity Chemicals,625.1
Tata Comm,TATACOMM,Telecom - Services,Telecom - Cellular & Fixed line services,1756.1
Tata Consumer,TATACONSUM,Agricultural Food & other Products,Tea & Coffee,1010
Tata Elxsi,TATAELXSI,IT - Software,Computers - Software & Consulting,3558
Tata Inv.Corpn.,TATAINVEST,Finance,Investment Company,633.7
Tata Motors,TMCV,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,458.2
Tata Motors PVeh,TMPV,Automobiles,Passenger Cars & Utility Vehicles,311.5
Tata Power Co.,TATAPOWER,Power,Integrated Power Utilities,368
Tata Steel,TATASTEEL,Ferrous Metals,Iron & Steel,188.79
Tata Technolog.,TATATECH,IT - Services,IT Enabled Services,800
Tata Tele. Mah.,TTML,Telecom - Services,Telecom - Cellular & Fixed line services,37.74
Tatva Chintan,TATVA,Chemicals & Petrochemicals,Specialty Chemicals,1678.5
Taurian MPS,TAURIAN,Industrial Manufacturing,Industrial Products,494
TBI Corn,TBI,Agricultural Food & other Products,Other Agricultural Products,73.55
TBO Tek,TBOTEK,Leisure Services,"Tour, Travel Related Services",1688.9
TCC Concept,TCC,Retailing,Internet & Catalogue Retail,44.1
TCI Express,TCIEXP,Transport Services,Logistics Solution Provider,552.9
TCI Finance,TCIFINANCE,Finance,Non Banking Financial Company (NBFC),15.1
TCPL Packaging,TCPLPACK,Industrial Products,Packaging,4091.9
TCS,TCS,IT - Software,Computers - Software & Consulting,2304
TD Power Systems,TDPOWERSYS,Electrical Equipment,Heavy Electrical Equipment,740.1
Team India Guar.,TEAMGTY,Finance,Non Banking Financial Company (NBFC),235.29
Team Lease Serv.,TEAMLEASE,Commercial Services & Supplies,Diversified Commercial Services,1250.6
Teamo Production,TPHQ,Construction,Civil Construction,0.55
Teamtech Formwork,TEAMTECH,Other Construction Materials,Other Construction Materials,137
Tech Mahindra,TECHM,IT - Software,Computers - Software & Consulting,1596.9
TechD Cybersec.,TECHD,IT - Services,IT Enabled Services,533.55
Techera Enginee.,TECHERA,Aerospace & Defense,Aerospace & Defense,160.9
Techno Elec.Engg,TECHNOE,Construction,Civil Construction,979.5
Technocraf.Inds.,TIIL,Industrial Products,Iron & Steel Products,3194.6
Technocraft Ven.,TECHNOCRAF,Other Utilities,Water Supply & Management,366.1
Technvision Ven.,TECHNVISN,IT - Software,Software Products,4917.5
TECIL Chemical,TECILCHEM,Chemicals & Petrochemicals,Commodity Chemicals,9.72
Teerth Gopicon,TGL,Construction,Civil Construction,18.05
Tega Inds.,TEGA,Industrial Manufacturing,Industrial Products,1548
Teja Engineering,TEJA,Oil,Oil Equipment & Services,236.05
Tejas Cargo,TEJASCARGO,Transport Services,Logistics Solution Provider,405
Tejas Networks,TEJASNET,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,614.15
Tembo Global,TEMBO,Industrial Products,Iron & Steel Products,58.47
Tempsens Instruments,TEMPSENS,Industrial Manufacturing,Industrial Products,554.8
Tenneco Clean,TENNIND,Auto Components,Auto Components & Equipments,517.55
Tera Software,TERASOFT,IT - Services,IT Enabled Services,283.4
Terai Tea Co,TERAI,Agricultural Food & other Products,Tea & Coffee,121.43
Texmaco Infrast.,TEXINFRA,Commercial Services & Supplies,Diversified Commercial Services,115.02
Texmaco Rail,TEXRAIL,Industrial Manufacturing,Railway Wagons,115.99
Texmo Pipes,TEXMOPIPES,Industrial Products,Plastic Products - Industrial,46.23
TGB Banquets,TGBHOTELS,Leisure Services,Hotels & Resorts,9.48
TGV Sraac,TGVSL,Chemicals & Petrochemicals,Commodity Chemicals,109.98
Thaai,TCL,Auto Components,Auto Components & Equipments,123
Thacker & Co.,THACKER,Finance,Other Financial Services,1050
Thakkers Develp.,THAKDEV,Realty,"Residential, Commercial Projects",144
Thangamayil Jew.,THANGAMAYL,Consumer Durables,"Gems, Jewellery And Watches",5332
The Anup Enginee,ANUP,Industrial Manufacturing,Industrial Products,1785.8
The Bombay Burmah,BBTC,Food Products,Packaged Foods,1496.8
The Byke Hospi.,BYKE,Leisure Services,Hotels & Resorts,32.11
The Hi-Tech Gear,HITECHGEAR,Auto Components,Auto Components & Equipments,567.15
The Invest.Trust,THEINVEST,Finance,Other Financial Services,95
The Peria Karamalai Tea,PKTEA,Agricultural Food & other Products,Tea & Coffee,802.65
The Ramco Cement,RAMCOCEM,Cement & Cement Products,Cement & Cement Products,884.5
Thejo Engg.,THEJO,Industrial Manufacturing,Industrial Products,2125.3
Themis Medicare,THEMISMED,Pharmaceuticals & Biotechnology,Pharmaceuticals,120.42
Thermax,THERMAX,Electrical Equipment,Heavy Electrical Equipment,3637.6
Thinking Hats,THESL,Other Consumer Services,Other Consumer Services,16.15
Thirumalai Chem.,TIRUMALCHM,Chemicals & Petrochemicals,Commodity Chemicals,157.19
Thomas Cook (I),THOMASCOOK,Leisure Services,"Tour, Travel Related Services",111.65
Thomas Scott,THOMASCOTT,Textiles & Apparels,Garments & Apparels,262.75
Thyrocare Tech.,THYROCARE,Healthcare Services,Healthcare Service Provider,576.15
Tiger Logistics,TIGERLOGS,Transport Services,Logistics Solution Provider,28.61
Tijaria Polypipe,TIJARIA,Industrial Products,Plastic Products - Industrial,9.54
TIL,TIL,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,252.88
Tilaknagar Inds.,TI,Beverages,Breweries & Distilleries,535.1
Time Technoplast,TIMETECHNO,Industrial Products,Plastic Products - Industrial,188.49
Timescan Logist.,TIMESCAN,Transport Services,Logistics Solution Provider,39.5
Timex Group,TIMEX,Consumer Durables,"Gems, Jewellery And Watches",669.85
Timken India,TIMKEN,Industrial Products,Abrasives & Bearings,3125.3
Tinna Rubber,TINNARUBR,Industrial Products,Rubber,1028.2
Tips Films,TIPSFILMS,Entertainment,"Film Production, Distribution & Exhibition",331
Tips Music,TIPSMUSIC,Entertainment,Media & Entertainment,649.75
Tirupati Forge,TIRUPATIFL,Industrial Products,Castings & Forgings,69.05
Titagarh Rail,TITAGARH,Industrial Manufacturing,Railway Wagons,871.85
Titan Company,TITAN,Consumer Durables,"Gems, Jewellery And Watches",5020
Tokyo Plast Intl,TOKYOPLAST,Consumer Durables,Plastic Products - Consumer,76.51
Tolins Tyres,TOLINS,Auto Components,Tyres & Rubber Products,91.98
Torrent Pharma.,TORNTPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,4857
Torrent Power,TORNTPOWER,Power,Integrated Power Utilities,1299.1
Total Transport,TOTAL,Transport Services,Logistics Solution Provider,70.88
Touchwood Enter.,TOUCHWOOD,Other Consumer Services,Other Consumer Services,62.81
Tour. Fin. Corp.,TFCILTD,Finance,Financial Institution,143.26
Toyam Sports,TOYAMSL,Finance,Other Financial Services,0.61
TPL Plastech,TPLPLASTEH,Industrial Products,Packaging,71.74
Tracxn Technolo.,TRACXN,Commercial Services & Supplies,Data Processing Services,29.96
Transcorp Intl.,TRANSCOR,Finance,Other Financial Services,25.49
TransIndia Real,TREL,Transport Services,Logistics Solution Provider,27.44
Transpek Inds.,TRANSPEK,Chemicals & Petrochemicals,Commodity Chemicals,1446.5
Transport Corp.,TCI,Transport Services,Logistics Solution Provider,868.2
Transrail Light,TRANSRAILL,Electrical Equipment,Heavy Electrical Equipment,429.3
Transteel Seatin,TRANSTEEL,Consumer Durables,"Furniture, Home Furnishing",75.9
Transwar.Fin.,TFL,Finance,Non Banking Financial Company (NBFC),12.36
Transworld Shipp,TRANSWORLD,Transport Services,Shipping,171
Travel Food,TRAVELFOOD,Leisure Services,Restaurants,1296.3
Tree House Edu.,TREEHOUSE,Other Consumer Services,Education,6.29
Trejhara Solutio,TREJHARA,IT - Software,Computers - Software & Consulting,152.01
Trent,TRENT,Retailing,Speciality Retail,2853
TRF,TRF,Industrial Manufacturing,Industrial Products,231.59
Trident,TRIDENT,Textiles & Apparels,Other Textile Products,24.16
Trident Techlabs,TECHLABS,IT - Software,Computers - Software & Consulting,115.2
Tridhya Tech,TRIDHYA,Commercial Services & Supplies,Diversified Commercial Services,7.2
Trigyn Techno.,TRIGYN,IT - Software,Computers - Software & Consulting,58.97
Triton Valves,TRITONV,Auto Components,Auto Components & Equipments,1136.1
Triven.Engg.Ind.,TRIVENI,Agricultural Food & other Products,Sugar,275.65
Triveni Turbine,TRITURBINE,Electrical Equipment,Heavy Electrical Equipment,577.3
Trom Industries,TROM,Electrical Equipment,Heavy Electrical Equipment,59.5
